,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
160,Breaking Bad,https://www.tvmaze.com/shows/169/breaking-bad,Scripted,English,"['Drama', 'Crime', 'Thriller']",Ended,60,1/20/2008,http://www.amc.com/shows/breaking-bad,22:00,['Sunday'],AMC,United States,US,America/New_York,"Breaking Bad follows protagonist Walter White, a chemistry teacher who lives in New Mexico with his wife and teenage son who has cerebral palsy. White is diagnosed with Stage III cancer and given a prognosis of two years left to live. With a new sense of fearlessness based on his medical prognosis, and a desire to secure his family's financial security, White chooses to enter a dangerous world of drugs and crime and ascends to power in this world. The series explores how a fatal diagnosis such as White's releases a typical man from the daily concerns and constraints of normal society and follows his transformation from mild family man to a kingpin of the drug trade.",http://static.tvmaze.com/uploads/images/original_untouched/0/2400.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2400.jpg,Vince Gilligan,9.2,450,2013,5 Seasons,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito"
161,Orange Is the New Black,https://www.tvmaze.com/shows/170/orange-is-the-new-black,Scripted,English,"['Drama', 'Comedy', 'Crime']",Ended,NA,7/11/2013,https://www.netflix.com/title/70242311,NA,[],NA,NA,NA,NA,"Orange Is the New Black is the story of Piper Chapman, a woman in her thirties who is sentenced to fifteen months in prison after being convicted of a decade-old crime of transporting money for her drug-dealing girlfriend.",http://static.tvmaze.com/uploads/images/original_untouched/203/508250.jpg,//static.tvmaze.com/uploads/images/medium_portrait/203/508250.jpg,Jenji Kohan,8,230,2019,7 Seasons,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez"
162,How I Met Your Mother,https://www.tvmaze.com/shows/171/how-i-met-your-mother,Scripted,English,"['Drama', 'Comedy', 'Romance']",Ended,30,9/19/2005,http://www.cbs.com/shows/how_i_met_your_mother,20:00,['Monday'],CBS,United States,US,America/New_York,"How I Met Your Mother is a comedy about Ted and how he fell in love. It all starts when Ted's best friend, Marshall drops the bombshell that he's going to propose to his long-time girlfriend, Lilya kindergarten teacher. At that moment, Ted realizes that he had better get a move on if he too hopes to find true love. Helping him in his quest is Barney a friend with endless, sometimes outrageous opinions, a penchant for suits and a foolproof way to meet women. When Ted meets Robin he's sure it's love at first sight, but destiny may have something else in store.",http://static.tvmaze.com/uploads/images/original_untouched/0/2451.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2451.jpg,Craig ThomasCarter Bays,7.9,176,NA,NA,NA
163,Suits,https://www.tvmaze.com/shows/172/suits,Scripted,English,"['Drama', 'Legal']",Ended,60,6/23/2011,http://www.usanetwork.com/suits,21:00,['Wednesday'],USA Network,United States,US,America/New_York,"Suits delves into the fast-paced, high-stakes world of a top Manhattan corporate law firm where hotshot associate Harvey Specter makes a risky move by hiring Mike Ross a brilliant but unmotivated college dropout, as his associate. As he becomes enmeshed in this unfamiliar world, Mike relies heavily on the firm's best paralegal Rachel Zane and Harvey's no-nonsense assistant Donna Paulsen to help him serve justice. With a photographic memory and the street smarts of a hustler, Mike proves to be a legal prodigy despite the absence of bonafide legal credentials.",http://static.tvmaze.com/uploads/images/original_untouched/205/513582.jpg,//static.tvmaze.com/uploads/images/medium_portrait/205/513582.jpg,Aaron Korsh,8.3,295,2018,1 Season,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi"
164,Parks and Recreation,https://www.tvmaze.com/shows/174/parks-and-recreation,Scripted,English,['Comedy'],Ended,30,4/9/2009,http://www.nbc.com/parks-and-recreation,20:00,['Tuesday'],NBC,United States,US,America/New_York,Parks and Recreation is a comedy series based around the main character Leslie Knope (a bureaucrat) in the parks department of Pawnee.,http://static.tvmaze.com/uploads/images/original_untouched/0/2439.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2439.jpg,Michael SchurGreg Daniels,8.4,99,2015,7 Seasons,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider"
165,House of Cards,https://www.tvmaze.com/shows/175/house-of-cards,Scripted,English,"['Drama', 'Thriller']",Ended,NA,2/1/2013,https://www.netflix.com/title/70178217,NA,[],NA,NA,NA,NA,"Based on the BBC miniseries of the same name, House of Cards follows Francis Underwood, the politician's politician – masterful, beguiling, charismatic and ruthless. He and his equally ambitious wife Claire will stop at nothing to ensure their ascendancy. This wicked political drama slithers beneath the curtain and through the back halls of greed, sex, love and corruption in modern Washington D.C.",http://static.tvmaze.com/uploads/images/original_untouched/169/424482.jpg,//static.tvmaze.com/uploads/images/medium_portrait/169/424482.jpg,Beau Willimon,8.4,227,2018,6 Seasons,"Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell"
166,Teen Wolf,https://www.tvmaze.com/shows/176/teen-wolf,Scripted,English,"['Drama', 'Romance', 'Supernatural']",Ended,60,6/5/2011,http://www.mtv.com/shows/teen-wolf,20:00,['Sunday'],MTV,United States,US,America/New_York,"Always an outsider and often unnoticed, Scott McCall yearns to be recognized in some small way that takes him out of his typical state of high school anonymity. When his best friend, Stiles, convinces him to go into the woods one night to join a police search for a dead body, Scott encounters a creature in the darkness. Narrowly escaping an attack with a vicious bite in his side, the next day brings strange surprises for Scott at school and his life will never be the same.",http://static.tvmaze.com/uploads/images/original_untouched/30/75365.jpg,//static.tvmaze.com/uploads/images/medium_portrait/30/75365.jpg,Jeff Davis,8.2,123,NA,NA,NA
167,Pretty Little Liars,https://www.tvmaze.com/shows/177/pretty-little-liars,Scripted,English,"['Romance', 'Thriller', 'Mystery']",Ended,60,6/8/2010,http://freeform.go.com/shows/pretty-little-liars,20:00,['Tuesday'],FreeForm,United States,US,America/New_York,"Rosewood is a perfect little town. So quiet and pristine, you'd never guess it holds so many secrets. Some of the ugliest ones belong to the prettiest girls in town: Aria, Spencer, Hanna and Emily, four friends whose darkest secrets have been unraveling since Alison, the Queen Bee of their group disappeared. As the mystery surrounding Ali's disappearance resurfaces, the girls begin getting messages from a mysterious ""A,"" who they quickly realize is out to get them. Now, after years of tormenting and numerous shocking revelations, the Liars are united and ready to kick some ""A"" and uncover the truth! No longer just wanting to sit by and wait for ""A's"" latest cruel attack, Aria, Emily, Hanna and Spencer take matters into their own hands and try to finally put a stop to their tormentor. As relationships are put to the test, new and old secrets are revealed and the stakes are raised higher than ever before as the Liars come closer to the truth. Will all of their sacrifices be worth it in the end?",http://static.tvmaze.com/uploads/images/original_untouched/125/314775.jpg,//static.tvmaze.com/uploads/images/medium_portrait/125/314775.jpg,I. Marlene King,7.5,70,NA,NA,NA
168,The Legend of Korra,https://www.tvmaze.com/shows/178/the-legend-of-korra,Animation,English,"['Action', 'Adventure', 'Fantasy']",Ended,30,4/14/2012,http://www.nick.com/legend-of-korra/,12:00,['Friday'],Nickelodeon,United States,US,America/New_York,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,http://static.tvmaze.com/uploads/images/original_untouched/260/650489.jpg,//static.tvmaze.com/uploads/images/medium_portrait/260/650489.jpg,Bryan KonietzkoMichael Dante DiMartino,8.6,49,2014,4 Seasons,"Janet Varney, David Faustino, P.J. Byrne, J.K. Simmons, Dee Bradley Baker, Seychelle Gabriel, Logan Wells, Jeff Bennett, Kiernan Shipka"
169,The Wire,https://www.tvmaze.com/shows/179/the-wire,Scripted,English,"['Drama', 'Crime']",Ended,60,6/2/2002,http://www.hbo.com/the-wire,21:00,['Sunday'],HBO,United States,US,America/New_York,"The first season of The Wire (2002) concentrated on the often-futile efforts of police to infiltrate a West Baltimore drug ring headed by Avon Barksdale and his lieutenant, Stringer Bell. In Seasons Two and Three, as the Barksdale investigation escalated, new storylines involving pressures on the working class and the city's political leadership were introduced. Season Four focused on the stories of several young boys in the public school system, struggling with problems at home and the lure of the corner - set against the rise of a new drug empire in West Baltimore and a new Mayor in City Hall. The fifth and final season of The Wire centers on the media's role in addressing - or failing to address - the fundamental political, economic and social realities depicted over the course of the series, while also resolving storylines of the numerous characters woven throughout the narrative arc of the show.",http://static.tvmaze.com/uploads/images/original_untouched/1/2527.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2527.jpg,David Simon,9.1,143,NA,NA,NA
170,Firefly,https://www.tvmaze.com/shows/180/firefly,Scripted,English,"['Drama', 'Adventure', 'Science-Fiction']",Ended,60,9/20/2002,NA,20:00,['Friday'],FOX,United States,US,America/New_York,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",http://static.tvmaze.com/uploads/images/original_untouched/1/2600.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2600.jpg,Joss Whedon,9.2,290,NA,NA,NA
171,Extant,https://www.tvmaze.com/shows/181/extant,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60,7/9/2014,http://www.cbs.com/shows/extant/,22:00,['Wednesday'],CBS,United States,US,America/New_York,Molly Woods is an astronaut who returns home from a year-long solo mission in space and tries to reconnect with her husband and son in their everyday life. Her experiences in space and home lead to events that ultimately will change the course of human history.,http://static.tvmaze.com/uploads/images/original_untouched/54/136509.jpg,//static.tvmaze.com/uploads/images/medium_portrait/54/136509.jpg,Mickey Fisher,7.3,81,NA,NA,NA
172,Black Sails,https://www.tvmaze.com/shows/182/black-sails,Scripted,English,"['Drama', 'Action', 'Adventure']",Ended,60,1/25/2014,http://www.starz.com/originals/blacksails,21:00,['Sunday'],Starz,United States,US,America/New_York,"1715. The Golden Age of Piracy. New Providence Island is a lawless territory, controlled by history's most notorious pirate captains. The most feared is Captain Flint.",http://static.tvmaze.com/uploads/images/original_untouched/78/195951.jpg,//static.tvmaze.com/uploads/images/medium_portrait/78/195951.jpg,Jonathan E. SteinbergRobert Levine,8.6,185,NA,NA,NA
173,Tyrant,https://www.tvmaze.com/shows/183/tyrant,Scripted,English,"['Drama', 'Thriller']",Ended,60,6/24/2014,http://www.fxnetworks.com/tyrant,22:00,['Wednesday'],FX,United States,US,America/New_York,Tyrant is a drama that follows a typical American family whose members find themselves embroiled in the geopolitical intrigue of a volatile Middle Eastern country. Barry Al-Fayeed is a California pediatrician who also happens to be the second son of a Middle Eastern dictator. Barry reluctantly agrees to return home with his American family for his nephew's wedding. Events thrust him into the complex and turbulent growing pains of a nation straining to break free from dictatorial rule.,http://static.tvmaze.com/uploads/images/original_untouched/1/2649.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2649.jpg,Gideon Raff,7.9,58,NA,NA,NA
